t_s,pn_m,pe_m,pd_m,u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,roll_rad,pitch_rad,yaw_rad,alt_m,airspeed_mps,alpha_rad,beta_rad,aileron_rad,elevator_rad,rudder_rad,throttle_01,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm
30.160000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.170000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.180000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.190000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.200000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.210000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.220000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.230000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.240000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.250000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.260000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.270000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.280000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.290000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.300000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.310000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.320000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.330000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.340000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.350000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.360000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.370000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.380000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.390000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.400000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.410000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.420000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.430000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.440000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.450000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.460000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.470000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.480000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.490000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.500000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.510000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.520000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.530000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.540000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.550000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.560000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.570000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.580000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.590000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.600000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.610000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.620000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.630000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.640000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.650000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.660000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.670000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.680000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.690000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.700000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.710000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.720000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.730000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.740000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.750000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.760000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.770000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.780000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.790000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.800000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.810000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.820000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.830000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.840000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.850000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.860000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.870000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.880000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.890000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.900000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.910000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.920000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.930000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.940000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.950000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.960000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.970000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.980000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
30.990000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.010000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.020000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.030000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.040000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.050000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.060000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.070000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.080000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.090000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.100000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.110000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.120000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.130000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.140000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.150000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.160000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.170000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.180000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.190000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.200000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.210000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.220000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.230000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.240000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.250000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.260000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.270000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.280000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.290000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.300000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.310000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.320000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.330000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.340000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.350000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.360000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.370000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.380000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.390000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.400000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.410000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.420000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.430000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.440000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.450000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.460000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.470000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.480000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.490000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.500000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.510000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.520000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.530000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.540000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.550000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.560000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.570000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.580000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.590000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
31.600000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001000,nan,1.570796,0.350000,0.350000,0.350000,1.000000,nan,nan,nan,nan,nan,nan
